author,poem name,age,type,question
JOHN SKELTON,The Book of Phillip Sparrow,Renaissance,Mythology & Folklore,"Noble Hector of Troye;
In lyke maner also
Encreaseth my dedly wo,
For my sparowe is go.
It was so prety a fole,"
SIR THOMAS WYATT,Farewell Love and all thy Laws for ever,Renaissance,Love,"With idle youth go use thy property
And thereon spend thy many brittle darts,
For hitherto though I have lost all my time,
Me lusteth no lenger rotten boughs to climb."
IVOR GURNEY,Photographs,Modern,Love,"(Babies) waiting on Dicky-bird to peep
   Out of the handkerchief that is his home
(But he's so shy!). And some with bright looks, calling
   Delight across the miles of land and sea,
That not the dread of barrage suddenly falling"
PAUL LAURENCE DUNBAR,The Haunted Oak,Modern,Nature,"Who is it rides by night, by night,
   Over the moonlit road?
And what is the spur that keeps the pace,
   What is the galling goad?
And now they beat at the prison door,"
EDMUND SPENSER,Amoretti XXIII: Penelope for her Ulisses sake,Renaissance,Love,"For with one looke she spils that long I sponne,
And with one word my whole years work doth rend.
Such labour like the Spyders web I fynd,
Whose fruitless worke is broken with least wynd."
D. H. LAWRENCE,Tortoise Shout,Modern,Love,"As we began,
As he certainly began, so perfectly alone?
A far, was-it-audible scream,
Or did it sound on the plasm direct?
Worse than the cry of the new-born,"
CARL SANDBURG,Momus,Modern,Mythology & Folklore,"Thrown over and through with a smile that forever wishes and wishes, purple, silent, fled from all the iron things of life, evaded like a sought bandit, gone into dreams, by God.
I wonder, Momus,
Whether shadows of the dead sit somewhere and look with deep laughter
On men who play in terrible earnest the old, known, solemn repetitions of history.
A droning monotone soft as sea laughter hovers from your kindliness of bronze,"
WILLIAM SHAKESPEARE,Sonnet 109: O! never say that I was false of heart,Renaissance,Love,"That it could so preposterously be stained,
To leave for nothing all thy sum of good;
   For nothing this wide universe I call,
   Save thou, my rose; in it thou art my all."
SIR THOMAS WYATT,Of the Mean and Sure Estate,Renaissance,Nature,"That, well away! the stranger bought full dear
The fare she had, for, as she look askance,
Under a stool she spied two steaming eyes
In a round head with sharp ears. In France
Was never mouse so fear'd, for the unwise"
D. H. LAWRENCE,The Wild Common,Modern,Nature,"Sun, but in substance, yellow water-blobs!
Wings and feathers on the crying, mysterious ages, peewits wheeling!
All that is right, all that is good; all that is God takes substance! a rabbit lobs
In confirmation, I hear sevenfold lark-songs pealing."
SIR PHILIP SIDNEY,Fourth Song,Renaissance,Love,"Take me to thee, and thee to me.
No, no, no, no, my dear, let be.
Better place no wit can find,
Cupids yoke to loose or bind:
These sweet flowers on fine bed too,"
WILLIAM SHAKESPEARE,Sonnet 2: When forty winters shall besiege thy brow,Renaissance,Love,"Shall sum my count and make my old excuse"", 
Proving his beauty by succession thine.
    This were to be new made when thou art old,
    And see thy blood warm when thou feelst it cold."
WILLIAM BUTLER YEATS,The Song of Wandering Aengus,Modern,Nature,"But something rustled on the floor,
And someone called me by my name:
It had become a glimmering girl
With apple blossom in her hair
Who called me by my name and ran"
EDMUND SPENSER,Epithalamion,Renaissance,Mythology & Folklore,"How chearefully thou lookest from above,
And seemst to laugh atweene thy twinkling light
As joying in the sight
Of these glad many which for joy doe sing,
That all the woods them answer and their echo ring."
JOHN DONNE,"Song: Sweetest love, I do not go",Renaissance,Love,"If in thine my life thou waste,
         That art the best of me.
Let not thy divining heart
         Forethink me any ill;
Destiny may take thy part,"
WILLIAM SHAKESPEARE,Sonnet 1: From fairest creatures we desire increase,Renaissance,Nature,"Within thine own bud buriest thy content,
And, tender churl, makst waste in niggarding.
   Pity the world, or else this glutton be,
   To eat the worlds due, by the grave and thee."
THOMAS CAMPION,Now Winter Nights Enlarge,Renaissance,Love,"While youthful revels, masques, and courtly sights
Sleeps leaden spells remove.
This time doth well dispense
With lovers long discourse;
Much speech hath some defense,"
JOHN DONNE,The Dream,Renaissance,Love,"   Coming and staying show'd thee, thee,
But rising makes me doubt, that now
            Thou art not thou.
That love is weak where fear's as strong as he;
'Tis not all spirit, pure and brave,"
SIR THOMAS WYATT,My Lute Awake,Renaissance,Love,"The rocks do not so cruelly
Repulse the waves continually,
As she my suit and affection;
So that I am past remedy,
Whereby my lute and I have done."
"HENRY HOWARD, EARL OF SURREY","""Alas, so all things now do hold their peace!""",Renaissance,Love,"But by and by, the cause of my disease
   Gives me a pang that inwardly doth sting,
When that I think what grief it is again
To live and lack the thing should rid my pain.   "
IVOR GURNEY,To His Love,Modern,Nature,"You would not know him now...
   But still he died
Nobly, so cover him over
   With violets of pride
   Purple from Severn side."
JOHN DONNE,Love's Alchemy,Renaissance,Love,"         So, lovers dream a rich and long delight,
         But get a winter-seeming summer's night.
Our ease, our thrift, our honour, and our day,
Shall we for this vain bubble's shadow pay?
         Ends love in this, that my man"
ELINOR WYLIE,Wild Peaches,Modern,Love,"The autumn amber-hued, sunny and hot,
Tasting of cider and of scuppernong;
All seasons sweet, but autumn best of all.
The squirrels in their silver fur will fall
Like falling leaves, like fruit, before your shot."
WILLIAM SHAKESPEARE,Sonnet 18: Shall I compare thee to a summers day?,Renaissance,Nature,"Nor shall death brag thou wanderst in his shade,
When in eternal lines to time thou growst:
   So long as men can breathe or eyes can see,
   So long lives this, and this gives life to thee."
WILLIAM BUTLER YEATS,On a Political Prisoner,Modern,Nature,"Upon some lofty rock to stare
Upon the cloudy canopy,
While under its storm-beaten breast
Cried out the hollows of the sea."
T. S. ELIOT,Rhapsody on a Windy Night,Modern,Nature,"And you see the corner of her eye
Twists like a crooked pin.""
The memory throws up high and dry
A crowd of twisted things;
A twisted branch upon the beach"
CHRISTOPHER MARLOWE,The Passionate Shepherd to His Love,Renaissance,Love,"The Shepherds Swains shall dance and sing
For thy delight each May-morning:
If these delights thy mind may move,
Then live with me, and be my love."
EDMUND SPENSER,from The Shepheardes Calender: October,Renaissance,Nature,"And my poore Muse hath spent her spared store,
Yet little good hath got, and much lesse gayne,
Such pleasaunce makes the Grashopper so poore,
And ligge so layd, when Winter doth her straine.
The dapper ditties, that I wont devise,"
CHRISTOPHER MARLOWE,Hero and Leander,Renaissance,Love,"Of crystal shining fair the pavement was;
The town of Sestos call'd it Venus' glass:
There might you see the gods in sundry shapes,
Committing heady riots, incest, rapes:
For know, that underneath this radiant flower"
SIR PHILIP SIDNEY,"Astrophil and Stella 49: I on my horse, and Love on me, doth try ",Renaissance,Love,"My horse, he spurs with sharp desire to my heart;
He sits me fast, however I do stir;
And now hath made me to his hand so right
That in the manage myself takes delight."
CARL SANDBURG,At a Window,Modern,Love,"Breaking the long loneliness.
In the dusk of day-shapes
Blurring the sunset,
One little wandering, western star
Thrust out from the changing shores of shadow."
WILLIAM SHAKESPEARE,Sonnet 130: My mistress' eyes are nothing like the sun,Renaissance,Love,"I grant I never saw a goddess go;
My mistress, when she walks, treads on the ground.
   And yet, by heaven, I think my love as rare
   As any she belied with false compare."
LADY MARY WROTH,from Pamphilia to Amphilanthus: Song 5,Renaissance,Love,"    To joy, that I may prayse thee:
Lett mee pleasure sweetly tasting
Joy in love, and faith nott wasting
    And on fames wings Ile rayse thee:
Never shall thy glory dying"
JOHN DONNE,Elegy V: His Picture,Renaissance,Nature,"If rival fools tax thee to'have lov'd a man
So foul and coarse as, oh, I may seem then,
This shall say what I was, and thou shalt say,
""Do his hurts reach me? doth my worth decay?
Or do they reach his judging mind, that he"
FORD MADOX FORD,In October 1914 [Antwerp],Modern,Mythology & Folklore,"They await the lost who lie dead in trench and barrier and foss, 
In the dark of the night. 
This is Charing Cross; it is past one of the clock; 
There is very little light. 
There is so much pain. "
THOMAS CAMPION,Follow Your Saint,Renaissance,Love,"Then let my notes pursue her scornful flight:
It shall suffice that they were breath'd and died for her delight."
JOHN DONNE,The Good-Morrow,Renaissance,Love,"Love so alike, that none do slacken, none can die."
CHRISTOPHER MARLOWE,The Passionate Shepherd to His Love,Renaissance,Nature,"The Shepherds Swains shall dance and sing
For thy delight each May-morning:
If these delights thy mind may move,
Then live with me, and be my love."
EDMUND SPENSER,Amoretti LV: So oft as I her beauty do behold,Renaissance,Love,"For to the heaven her haughty looks aspire,
And eke her love is pure immortal high.
Then since to heaven ye likened are the best,
Be like in mercy as in all the rest."
EDMUND SPENSER,"Amoretti XIII: ""In that proud port, which her so goodly graceth""",Renaissance,Love,"Treading downe earth as lothsome and forlorne,
That hinders heavenly thoughts with drossy slime.
Yet lowly still vouchsafe to looke on me,
Such lowlinesse shall make you lofty be."
SIR WALTER RALEGH,The Nymphs Reply to the Shepherd,Renaissance,Nature,"A honey tongue, a heart of gall,
Is fancys spring, but sorrows fall.
Thy gowns, thy shoes, thy beds of Roses,
Thy cap, thy kirtle, and thy posies
Soon break, soon wither, soon forgotten:"
T. S. ELIOT,Portrait of a Lady,Modern,Love,"Except when a street-piano, mechanical and tired
Reiterates some worn-out common song
With the smell of hyacinths across the garden
Recalling things that other people have desired.
Are these ideas right or wrong?"
D. H. LAWRENCE,The Wild Common,Modern,Nature,"Crowds of glittering king-cups surge to challenge the blossoming bushes;
There the lazy streamlet pushes
Its curious course mildly; here it wakes again, leaps, laughs, and gushes.
Into a deep pond, an old sheep-dip,
Dark, overgrown with willows, cool, with the brook ebbing through so slow,"
THOMAS CAMPION,Now Winter Nights Enlarge,Renaissance,Love,"The summer hath his joys,
And winter his delights;
Though love and all his pleasures are but toys,
They shorten tedious nights."
GEORGE GASCOIGNE,The Lullaby of a Lover,Renaissance,Love,"     Thus lullaby, my youth, mine eyes,
My will, my ware, and all that was.
I can no mo delays devise,
But welcome pain, let pleasure pass;
With lullaby now take your leave,"
WILLIAM SHAKESPEARE,Sonnet 76: Why is my verse so barren of new pride,Renaissance,Love,"So all my best is dressing old words new,
Spending again what is already spent:
   For as the sun is daily new and old,
   So is my love still telling what is told."
CHRISTOPHER MARLOWE,Hero and Leander,Renaissance,Love,"         Amorous Leander, beautiful and young
(Whose tragedy divine Musus sung),
Dwelt at Abydos; since him dwelt there none
For whom succeeding times make greater moan.
His dangling tresses, that were never shorn,"
D. H. LAWRENCE,Tortoise Shout,Modern,Love,"Tearing a cry from us.
Sex, which breaks us into voice, sets us calling across the deeps, calling, calling for the complement,
Singing, and calling, and singing again, being answered, having found.
Torn, to become whole again, after long seeking for what is lost,
The same cry from the tortoise as from Christ, the Osiris-cry of abandonment,"
LOUIS UNTERMEYER,Magic,Modern,Mythology & Folklore,"Of one great path; wearing his eighty years
Like banners lifted in a wind of cheers.
Then we turned off abruptlytook the road
Cutting the village, the one with the commanding
View of the river. And we strode"
WILLIAM SHAKESPEARE,The Phoenix and the Turtle,Renaissance,Love,"Here the anthem doth commence:
Love and constancy is dead;
Phoenix and the Turtle fled
In a mutual flame from hence.
So they lov'd, as love in twain"
EDMUND SPENSER,An Hymn In Honour Of Beauty,Renaissance,Love,"And robs the hearts of those which it admire;
Therewith thou pointest thy son's poison'd arrow,
That wounds the life, and wastes the inmost marrow.
How vainly then do idle wits invent,
That beauty is nought else but mixture made"
